Table	Namespace		Field	Namespace	Key	Type	Calculated	Default Value	Related Table	Related Namespace	Corresponding Field	Corresponding Namespace	Record Deleted	Record Table	Record Field
IPOConfiguration	Solutions		DefaultMEIOUseRule	Solutions	N	Reference	Input		MultiEchelonSafetyStockRule	Mfg	IPOUseConfigurations	Solutions	Retain record, field = Null	Y	Y
IPOConfiguration	Solutions		DefaultOutlierType	Solutions	N	Reference	Input		OutlierType	Mfg	IPOConfigurations	Solutions	Retain record, field = Null	Y	Y
IPOConfiguration	Solutions		DemandOutlierThreshold	Solutions	N	Quantity	Input						Delete record	Y	Y
IPOConfiguration	Solutions		SmoothingIntervalsAfter	Solutions	N	Integer	Input						Delete record	Y	Y
IPOConfiguration	Solutions		SmoothingIntervalsBefore	Solutions	N	Integer	Input						Delete record	Y	Y
LifeCycleState	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
LifeCycleState	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
Metric	Solutions		Metric	Solutions	Y	String	Input						Delete record	Y	Y
Metric	Solutions		ValueType	Solutions	N	Enum	Input		MetricType	Solutions			Delete record	Y	Y
MetricAsOf	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
MPSConfiguration	Solutions		AutoFirmWindow	Solutions	N	Integer	Input						Delete record	Y	Y
MPSConfiguration	Solutions		Calendar	Solutions	N	Reference	Input		Calendar	Core	MPSCalendars	Solutions	Delete record	Y	Y
MPSConfiguration	Solutions		FrozenWindow	Solutions	N	Integer	Input						Delete record	Y	Y
MPSConfiguration	Solutions		Horizon	Solutions	N	Integer	Input						Delete record	Y	Y
MPSConfiguration	Solutions		RunDate	Solutions	N	Reference	Input		Calendar	Core	MPSRunDateCalendars	Solutions	Delete record	Y	Y
MPSConfiguration	Solutions		StartOffset	Solutions	N	Integer	Input						Delete record	Y	Y
MPSConfiguration	Solutions		Tolerance	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
MPSConfiguration	Solutions		ToleranceCalendar	Solutions	N	Reference	Input		Calendar	Core	MPSToleranceCalendars	Solutions	Delete record	Y	Y
MPSConfiguration	Solutions		ToleranceInterval	Solutions	N	Integer	Input						Delete record	Y	Y
OFConfiguration	Solutions		ActualsCategory	Solutions	N	Reference	Input		HistoricalDemandCategory	Mfg	OFConfigurations	Solutions	Retain record, field = Null	Y	Y
OFConfiguration	Solutions		Calendar	Solutions	N	Reference	Input		Calendar	Core	OFConfigurations	Solutions	Retain record, field = Null	Y	Y
OFConfiguration	Solutions		MaximumNumberofCustomerChanges	Solutions	N	Integer	Input						Delete record	Y	Y
OFConfiguration	Solutions		MaximumNumberofSupplyChanges	Solutions	N	Integer	Input						Delete record	Y	Y
OFConfiguration	Solutions		RequestedStatus	Solutions	N	Reference	Input		DemandStatus	Mfg	OFConfigurations	Solutions	Retain record, field = Null	Y	Y
PartCustomerNPI	Solutions		IsLikePartCustomer	Solutions	Y	Reference	Input		PartCustomer	Mfg	PartCustomerNPIIsLikePartCustomers	Solutions	Delete record	Y	Y
PartCustomerNPI	Solutions		PartCustomer	Solutions	Y	Reference	Input		PartCustomer	Mfg	PartCustomerNPIs	Solutions	Delete record	Y	Y
PartCustomerNPI	Solutions		ActivationDate	Solutions	N	Date	Input						Delete record	Y	Y
PartCustomerNPI	Solutions		Distribution	Solutions	N	Quantity	Input	0					Delete record	Y	Y
PartCustomerNPI	Solutions		Doors	Solutions	N	Integer	Input						Delete record	Y	Y
PartCustomerNPI	Solutions		OnCounterDate	Solutions	N	Date	Input						Delete record	Y	Y
PartCustomerNPI	Solutions		ProjectCode	Solutions	N	String	Input						Delete record	Y	Y
PartCustomerNPI	Solutions		ReferenceFactor	Solutions	N	Quantity	Input	0					Delete record	Y	Y
PartCustomerNPI	Solutions		ReferenceProjectCode	Solutions	N	String	Input						Delete record	Y	Y
PartLifeCycleState	Solutions		LifeCycleState	Solutions	Y	Reference	Input		LifeCycleState	Solutions	PartLifeCycleStates	Solutions	Delete record	Y	Y
PartLifeCycleState	Solutions		Part	Solutions	Y	Reference	Input		Part	Mfg	PartLifeCycleStates	Solutions	Delete record	Y	Y
PartLifeCycleState	Solutions		EffectiveInDate	Solutions	N	Date	Input						Delete record	Y	Y
PartMetric	Solutions		AsOf	Solutions	Y	Reference	Input		MetricAsOf	Solutions	PartMetrics	Solutions	Delete record	Y	Y
PartMetric	Solutions		Metric	Solutions	Y	Reference	Input		Metric	Solutions	PartMetrics	Solutions	Delete record	Y	Y
PartMetric	Solutions		Part	Solutions	Y	Reference	Input		Part	Mfg	PartMetrics	Solutions	Delete record	Y	Y
PartMetricValues	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
PartMetricValues	Solutions		PartMetric	Solutions	Y	Reference	Input		PartMetric	Solutions	PartMetricValues	Solutions	Delete record	Y	Y
PartMetricValues	Solutions		Quantity	Solutions	N	Quantity	Input						Delete record	Y	Y
PartMetricValues	Solutions		Value	Solutions	N	Money	Input						Delete record	Y	Y
PartSolution	Solutions		Part	Solutions	Y	Reference	Input		Part	Mfg	PartSolutions	Solutions	Delete record	Y	Y
PartSolution	Solutions		AutoCommitHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
PartSolution	Solutions		DemandPlannerCode	Solutions	N	Reference	Input		PlannerCode	Mfg	DemandPlannerCodes	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		DistributionPlannerCode	Solutions	N	Reference	Input		PlannerCode	Mfg	DistributionPlannerCodes	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		DRPCalendar	Solutions	N	Reference	Input		Calendar	Core	DRPPartSiteHorizonCalendars	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		DRPFrozenWindow	Solutions	N	Integer	Input	-1					Delete record	Y	Y
PartSolution	Solutions		DRPHorizon	Solutions	N	Integer	Input	-1					Delete record	Y	Y
PartSolution	Solutions		DRPPlanningHorizon	Solutions	N	Integer	Input	-1					Delete record	Y	Y
PartSolution	Solutions		FrozenHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
PartSolution	Solutions		InventoryPlannerCode	Solutions	N	Reference	Input		PlannerCode	Mfg	InventoryPlannerCodes	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		KeyPart	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
PartSolution	Solutions		MasterSchedulerCode	Solutions	N	Reference	Input		PlannerCode	Mfg	MasterSchedulerCodes	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		MPSAutoFirmWindow	Solutions	N	Integer	Input	-1					Delete record	Y	Y
PartSolution	Solutions		MPSFrozenWindow	Solutions	N	Integer	Input	-1					Delete record	Y	Y
PartSolution	Solutions		MPSHorizon	Solutions	N	Integer	Input	-1					Delete record	Y	Y
PartSolution	Solutions		PeriodInterval	Solutions	N	Reference	Input		Calendar	Core	PeriodIntervals	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		ProductionPlannerCode	Solutions	N	Reference	Input		PlannerCode	Mfg	ProductionPlannerCodes	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		SafetyStockItemCreate	Solutions	N	Enum	Input		IPOReviewStatus	Solutions			Delete record	Y	Y
PartSolution	Solutions		Segment	Solutions	N	Reference	Input		Segment	Solutions	PartSolutions	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		StorageType	Solutions	N	Reference	Input		StorageType	Solutions	Parts	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		Strategy	Solutions	N	String	Input						Delete record	Y	Y
PartSolution	Solutions		SupplyPlannerCode	Solutions	N	Reference	Input		PlannerCode	Mfg	SupplyPlannerCodes	Solutions	Retain record, field = Null	Y	Y
PartSolution	Solutions		SupplyStage	Solutions	N	Reference	Input		SupplyStage	Solutions	PartSolutions	Solutions	Retain record, field = Null	Y	Y	LifeSciences
ProductHierarchy1	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ProductHierarchy1	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ProductHierarchy2	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ProductHierarchy2	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ProductHierarchy3	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ProductHierarchy3	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
Segment	Solutions		Site	Solutions	Y	Reference	Input		Site	Core	Segments	Solutions	Delete record	Y	Y
Segment	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
Segment	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
Segment	Solutions		ProductionRecurrence	Solutions	N	Reference	Input		ProductionRecurrence	Mfg	Segments	Solutions	Delete record	Y	Y
Segment	Solutions		SortKey	Solutions	N	String	Input						Delete record	Y	Y
Segment	Solutions		Strategy	Solutions	N	String	Input						Delete record	Y	Y
SHSCConfiguration	Solutions		CommitToParentScenario	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
SHSCConfiguration	Solutions		FutureYieldCalendar	Solutions	N	Reference	Input		Calendar	Core	SHSCFutureYieldCalendars	Solutions	Retain record, field = Null	Y	Y
SHSCConfiguration	Solutions		FutureYieldHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
SHSCConfiguration	Solutions		HistoricalHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
SHSCConfiguration	Solutions		HistoricalYieldHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
SHSCConfiguration	Solutions		HorizonCalendar	Solutions	N	Reference	Input		Calendar	Core	SHSCCalendars	Solutions	Retain record, field = Null	Y	Y
SHSCConfiguration	Solutions		LeadTimeType	Solutions	N	Reference	Input		AutomatedLeadTimeType	Mfg	SHSCConfigurations	Solutions	Retain record, field = Null	Y	Y
SHSCConfiguration	Solutions		NewSupplyStatus	Solutions	N	Reference	Input		SupplyStatus	Mfg	SHSCConfigurations	Solutions	Retain record, field = Null	Y	Y
SHSCConfiguration	Solutions		OrderPolicy	Solutions	N	Reference	Input		OrderPolicy	Mfg	SHSCConfigurations	Solutions	Retain record, field = Null	Y	Y
SHSCConfiguration	Solutions		YieldType	Solutions	N	Reference	Input		AutomatedYieldType	Mfg	SHSCConfigurations	Solutions	Retain record, field = Null	Y	Y
SiteMetric	Solutions		AsOf	Solutions	Y	Reference	Input		MetricAsOf	Solutions	SiteMetrics	Solutions	Delete record	Y	Y
SiteMetric	Solutions		Metric	Solutions	Y	Reference	Input		Metric	Solutions	SiteMetrics	Solutions	Delete record	Y	Y
SiteMetric	Solutions		Site	Solutions	Y	Reference	Input		Site	Core	SiteMetrics	Solutions	Delete record	Y	Y
SiteMetricValues	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
SiteMetricValues	Solutions		SiteMetric	Solutions	Y	Reference	Input		SiteMetric	Solutions	SiteMetricValues	Solutions	Delete record	Y	Y
SiteMetricValues	Solutions		Quantity	Solutions	N	Quantity	Input						Delete record	Y	Y
SiteMetricValues	Solutions		Value	Solutions	N	Money	Input						Delete record	Y	Y
StorageType	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
StorageType	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
SubRegion	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
SubRegion	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
SupplierMetric	Solutions		AsOf	Solutions	Y	Reference	Input		MetricAsOf	Solutions	SupplierMetrics	Solutions	Delete record	Y	Y
SupplierMetric	Solutions		Metric	Solutions	Y	Reference	Input		Metric	Solutions	SupplierMetrics	Solutions	Delete record	Y	Y
SupplierMetric	Solutions		Supplier	Solutions	Y	Reference	Input		Supplier	Mfg	SupplierMetrics	Solutions	Delete record	Y	Y
SupplierMetricValues	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
SupplierMetricValues	Solutions		SupplierMetric	Solutions	Y	Reference	Input		SupplierMetric	Solutions	SupplierMetricValues	Solutions	Delete record	Y	Y
SupplierMetricValues	Solutions		Quantity	Solutions	N	Quantity	Input						Delete record	Y	Y
SupplierMetricValues	Solutions		Value	Solutions	N	Money	Input						Delete record	Y	Y
SupplyStage	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
SupplyStage	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
SupplyStage	Solutions		Sequence	Solutions	N	Integer	Input						Delete record	Y	Y
TimePhasedInventoryNorm	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
TimePhasedInventoryNorm	Solutions		Part	Solutions	Y	Reference	Input		Part	Mfg	TimePhasedInventoryNorms	Solutions	Delete record	Y	Y
TimePhasedInventoryNorm	Solutions		Type	Solutions	Y	Reference	Input		InventoryCategory	Solutions	TimePhasedInventoryNorms	Solutions	Delete record	Y	Y
TimePhasedInventoryNorm	Solutions		Periods	Solutions	N	Integer	Input						Delete record	Y	Y
TimePhasedInventoryNorm	Solutions		Pool	Solutions	N	Reference	Input		Pool	Mfg	TimePhasedInventoryNorms	Solutions	Retain record, field = Null	Y	Y
TimePhasedInventoryNorm	Solutions		Quantity	Solutions	N	Integer	Input						Delete record	Y	Y
TimePhasedLocationCapacity	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
TimePhasedLocationCapacity	Solutions		Location	Solutions	Y	Reference	Input		Location	Mfg	LocationCapacities	Solutions	Delete record	Y	Y
TimePhasedLocationCapacity	Solutions		StorageCapacity	Solutions	N	Quantity	Input						Delete record	Y	Y
TimePhasedLocationCapacity	Solutions		StorageCapacityUOM	Solutions	N	Reference	Input		UnitOfMeasure	Mfg	LocationCapacities	Solutions	Retain record, field = Null	Y	Y
TransferDestination	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
TransferDestination	Solutions		Default	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
TransferDestination	Solutions		DockToStockLeadTime	Solutions	N	Quantity	Input						Delete record	Y	Y
TransferDestination	Solutions		Part	Solutions	N	Reference	Input		Part	Mfg	DRPDestinationParts	Solutions	Delete record	Y	Y
TransferDestination	Solutions		Priority	Solutions	N	Integer	Input						Delete record	Y	Y
TransferDestination	Solutions		Source	Solutions	N	Reference	Input		Source	Mfg	TransferDestinations	Solutions	Delete record	Y	Y
TransferDestination	Solutions		TransferCost	Solutions	N	Money	Input						Delete record	Y	Y
TransferDestination	Solutions		TransferPart	Solutions	N	Reference	Input		Part	Mfg	DRPTransferParts	Solutions	Delete record	Y	Y
Mfg__SupplyOrder_TextLine	SupCollab		SupplyOrder	SupCollab	N	Reference	Input		SupplyOrder	Mfg	TextLine	SupCollab	Delete record	Y	Y
Mfg__SupplyOrder_TextLine	SupCollab		Timestamp	SupCollab	N	DateTime	Input						Delete record	Y	Y
Mfg__SupplyOrder_TextLine	SupCollab		UserId	SupCollab	N	String	Input						Delete record	Y	Y
Mfg__SupplyOrder_TextLine	SupCollab		Value	SupCollab	N	String	Input						Delete record	Y	Y
U_Division	User		U_Value	User	Y	String	Input	'Other'					Delete record	Y	Y
U_Division	User		U_Description	User	N	String	Input						Delete record	Y	Y
U_ProductFamily	User		U_Value	User	Y	String	Input	'Other'					Delete record	Y	Y
U_ProductFamily	User		U_Description	User	N	String	Input						Delete record	Y	Y
U_ProductFamily	User		U_Division	User	N	Reference	Input		U_Division	User	U_Families	User	Delete record	Y	Y
U_ProductLine	User		U_Value	User	Y	String	Input	'Other'					Delete record	Y	Y
U_ProductLine	User		U_Description	User	N	String	Input						Delete record	Y	Y
U_ProductLine	User		U_ProductFamily	User	N	Reference	Input		U_ProductFamily	User	U_ProductLines	User	Delete record	Y	Y
Role	UsrAccess		Value	UsrAccess	Y	String	Input						Delete record	Y	Y
Role	UsrAccess		Description	UsrAccess	N	String	Input						Delete record	Y	Y
Role	UsrAccess		IsEnabled	UsrAccess	N	Enum	Input	'Y'	Bool	System			Delete record	Y	Y
RoleGroup	UsrAccess		GroupName	UsrAccess	Y	String	Input						Delete record	Y	Y
RoleGroup	UsrAccess		Role	UsrAccess	Y	Reference	Input		Role	UsrAccess	RoleGroups	UsrAccess	Delete record	Y	Y
RoleGroup	UsrAccess		IsEnabled	UsrAccess	N	Enum	Input	'Y'	Bool	System			Delete record	Y	Y
UserRole	UsrAccess		Role	UsrAccess	Y	Reference	Input		Role	UsrAccess	UserRoles	UsrAccess	Delete record	Y	Y
UserRole	UsrAccess		UserName	UsrAccess	Y	String	Input						Delete record	Y	Y
UserRole	UsrAccess		IsEnabled	UsrAccess	N	Enum	Input	'Y'	Bool	System			Delete record	Y	Y
PartValidation	Validation		Part	Validation	Y	Reference	Input		Part	Mfg	PartValidations	Validation	Delete record	Y	Y
PartValidation	Validation		CommentsByPart	Validation	N	String	Input						Delete record	Y	Y
PartValidation	Validation		CommentsForDemand	Validation	N	String	Input						Delete record	Y	Y
PartValidation	Validation		CommentsForOnHand	Validation	N	String	Input						Delete record	Y	Y
PartValidation	Validation		CommentsForSupply	Validation	N	String	Input						Delete record	Y	Y
PartValidation	Validation		Flagged	Validation	N	Enum	Input		Bool	System			Delete record	Y	Y
PartValidation	Validation		KnownIssueByPart	Validation	N	Enum	Input		Bool	System			Delete record	Y	Y
PartValidation	Validation		KnownIssueForDemand	Validation	N	Enum	Input		Bool	System			Delete record	Y	Y
PartValidation	Validation		KnownIssueForOnHand	Validation	N	Enum	Input		Bool	System			Delete record	Y	Y
PartValidation	Validation		KnownIssueForSupply	Validation	N	Enum	Input		Bool	System			Delete record	Y	Y
PartValidation_Notes	Validation		PartValidation	Validation	N	Reference	Input		PartValidation	Validation	Notes	Validation	Delete record	Y	Y
PartValidation_Notes	Validation		Timestamp	Validation	N	DateTime	Input						Delete record	Y	Y
PartValidation_Notes	Validation		UserId	Validation	N	String	Input						Delete record	Y	Y
PartValidation_Notes	Validation		Value	Validation	N	String	Input						Delete record	Y	Y
SAP_MD04	Validation		BAUGR_PartNumberHigherLevelAssembly	Validation	N	String	Input						Delete record	Y	Y
SAP_MD04	Validation		Comments	Validation	N	String	Input						Delete record	Y	Y
SAP_MD04	Validation		DAT00_ReceiptDate	Validation	N	Date	Input						Delete record	Y	Y
SAP_MD04	Validation		DAT01_DeliveryDate	Validation	N	Date	Input						Delete record	Y	Y
SAP_MD04	Validation		DEL12_MRPElementNumber	Validation	N	String	Input						Delete record	Y	Y
SAP_MD04	Validation		DELET_SchedulingNumber	Validation	N	String	Input						Delete record	Y	Y
SAP_MD04	Validation		DELKZ_MRPElementType	Validation	N	String	Input						Delete record	Y	Y
SAP_MD04	Validation		DELNR_MRPElementData	Validation	N	String	Input						Delete record	Y	Y
