Table	Namespace		Field	Namespace	Key	Type	Calculated	Default Value	Related Table	Related Namespace	Corresponding Field	Corresponding Namespace	Record Deleted	Record Table	Record Field
ClosedLoopMessage	CustomREST		Attribute7	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopMessage	CustomREST		ERPStatus	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopMessage	CustomREST		MessageID	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopMessage	CustomREST		payload	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopMessage	CustomREST		RecordType	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopMessage	CustomREST		Response	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopMessage	CustomREST		TimeSent	CustomREST	N	DateTime	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		OrderID	CustomREST	Y	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		Item	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		ItemCategory	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		OrderLineID	CustomREST	N	Integer	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		OrderType	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		Quantity	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		UoM	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		Vendor	CustomREST	N	String	Input						Delete record	Y	Y
ClosedLoopOrders	CustomREST		VendorSite	CustomREST	N	String	Input						Delete record	Y	Y
BufferProfile	DDMRP		Value	DDMRP	Y	String	Input						Delete record	Y	Y
BufferProfile	DDMRP		Description	DDMRP	N	String	Input						Delete record	Y	Y
BufferProfile	DDMRP		LeadTimeFactor	DDMRP	N	Quantity	Input						Delete record	Y	Y
BufferProfile	DDMRP		VariabilityFactor	DDMRP	N	Quantity	Input						Delete record	Y	Y
PartDDMRP	DDMRP		Part	DDMRP	Y	Reference	Input		Part	Mfg	PartDDMRPS	DDMRP	Delete record	Y	Y
PartDDMRP	DDMRP		AverageDailyUsage	DDMRP	N	Quantity	Input						Delete record	Y	Y
PartDDMRP	DDMRP		AverageDailyUsageCalendar	DDMRP	N	Reference	Input		Calendar	Core	AverageDailyUsageCalendars	DDMRP	Delete record	Y	Y
PartDDMRP	DDMRP		AverageDailyUsageFactor	DDMRP	N	Quantity	Input	1					Delete record	Y	Y
PartDDMRP	DDMRP		AverageDailyUsageHorizon	DDMRP	N	Quantity	Input						Delete record	Y	Y
PartDDMRP	DDMRP		AverageDailyUsageSource	DDMRP	N	Enum	Input		AverageDailyUsageSource	DDMRP			Delete record	Y	Y
PartDDMRP	DDMRP		BufferProfile	DDMRP	N	Reference	Input		BufferProfile	DDMRP	Parts	DDMRP	Retain record, field = Null	Y	Y
PartDDMRP	DDMRP		Classification	DDMRP	N	Enum	Input		PartClassification	DDMRP			Delete record	Y	Y
PartDDMRP	DDMRP		DemandHorizon	DDMRP	N	Quantity	Input						Delete record	Y	Y
PartDDMRP	DDMRP		DemandHorizonCalendar	DDMRP	N	Reference	Input		Calendar	Core	DemandHorizonCalendars	DDMRP	Delete record	Y	Y
PartDDMRP	DDMRP		DesiredOrderCycle	DDMRP	N	Quantity	Input						Delete record	Y	Y
PartDDMRP	DDMRP		OrderSpikeHorizon	DDMRP	N	Quantity	Input						Delete record	Y	Y
PartDDMRP	DDMRP		OrderSpikeThresholdType	DDMRP	N	Enum	Input		OrderSpikeThresholdType	DDMRP			Delete record	Y	Y
PartParameters	DDMRP		Date	DDMRP	Y	Date	Input						Delete record	Y	Y
PartParameters	DDMRP		Part	DDMRP	Y	Reference	Input		Part	Mfg	Parameters	DDMRP	Delete record	Y	Y
PartParameters	DDMRP		DemandAdjustmentFactor	DDMRP	N	Quantity	Input	1					Delete record	Y	Y
PartParameters	DDMRP		TimePhasedAverageDailyUsage	DDMRP	N	Quantity	Input						Delete record	Y	Y
AffectedRecord	Exceptions		AffectedRecordId	Exceptions	Y	Integer	Input						Delete record	Y	Y
AffectedRecord	Exceptions		Exception	Exceptions	Y	Reference	Input		Exception	Exceptions	AffectedRecords	Exceptions	Delete record	Y	Y
AffectedRecord	Exceptions		TableQualifiedName	Exceptions	Y	String	Input						Delete record	Y	Y
Category	Exceptions		Value	Exceptions	Y	String	Input						Delete record	Y	Y
Category	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Category	Exceptions		SortKey	Exceptions	N	Integer	Input						Delete record	Y	Y
Exception	Exceptions		Id	Exceptions	Y	String	Input						Delete record	Y	Y
Exception	Exceptions		Category	Exceptions	N	Reference	Input		Category	Exceptions	Exceptions	Exceptions	Delete record	Y	Y
Exception	Exceptions		CollaborationLink	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		CreatedDate	Exceptions	N	DateTime	Input						Delete record	Y	Y
Exception	Exceptions		Creator	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		IsReplayed	Exceptions	N	Enum	Input	'N'	Bool	System			Delete record	Y	Y
Exception	Exceptions		LastModifiedComment	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		LastModifiedDate	Exceptions	N	DateTime	Input						Delete record	Y	Y
Exception	Exceptions		LastModifiedUserId	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		Name	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		OrderKey	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		OriginatingScenario	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		Owner	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		PartKey	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		Priority	Exceptions	N	Integer	Input						Delete record	Y	Y
Exception	Exceptions		ReasonCode	Exceptions	N	Reference	Input		ReasonCode	Exceptions	Exceptions	Exceptions	Delete record	Y	Y
Exception	Exceptions		ResolutionWorkflow	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		ResolveByDate	Exceptions	N	Date	Input						Delete record	Y	Y
Exception	Exceptions		ScorecardLink	Exceptions	N	String	Input						Delete record	Y	Y
Exception	Exceptions		Severity	Exceptions	N	Reference	Input		Severity	Exceptions	Exceptions	Exceptions	Delete record	Y	Y
Exception	Exceptions		Site	Exceptions	N	Reference	Input		Site	Core	Exceptions	Exceptions	Delete record	Y	Y
Exception	Exceptions		Status	Exceptions	N	Reference	Input		Status	Exceptions	Exceptions	Exceptions	Delete record	Y	Y
Exception	Exceptions		Type	Exceptions	N	Reference	Input		Type	Exceptions	Exceptions	Exceptions	Delete record	Y	Y
Exception	Exceptions		Workflow	Exceptions	N	String	Input						Delete record	Y	Y
Impact	Exceptions		Exception	Exceptions	Y	Reference	Input		Exception	Exceptions	Impacts	Exceptions	Delete record	Y	Y
Impact	Exceptions		Id	Exceptions	Y	String	Input						Delete record	Y	Y
Impact	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Impact	Exceptions		DisplayValue	Exceptions	N	String	Input						Delete record	Y	Y
Impact	Exceptions		Name	Exceptions	N	String	Input						Delete record	Y	Y
Impact	Exceptions		PriorityIndex	Exceptions	N	Integer	Input						Delete record	Y	Y
Impact	Exceptions		Quantity	Exceptions	N	Quantity	Input						Delete record	Y	Y
Impact	Exceptions		ResourceLink	Exceptions	N	String	Input						Delete record	Y	Y
Impact	Exceptions		Trend	Exceptions	N	Enum	Input		ImpactTrend	Exceptions			Delete record	Y	Y
Impact	Exceptions		Type	Exceptions	N	String	Input						Delete record	Y	Y
Impact	Exceptions		Value	Exceptions	N	Money	Input						Delete record	Y	Y
ReasonCode	Exceptions		Value	Exceptions	Y	String	Input						Delete record	Y	Y
ReasonCode	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
ReasonCode	Exceptions		SortKey	Exceptions	N	Integer	Input						Delete record	Y	Y
Resolution	Exceptions		Exception	Exceptions	Y	Reference	Input		Exception	Exceptions	Resolutions	Exceptions	Delete record	Y	Y
Resolution	Exceptions		Id	Exceptions	Y	String	Input						Delete record	Y	Y
Resolution	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Resolution	Exceptions		IsFeasible	Exceptions	N	Enum	Input	'N'	Bool	System			Delete record	Y	Y
Resolution	Exceptions		IsSelected	Exceptions	N	Enum	Input	'N'	Bool	System			Delete record	Y	Y
Resolution	Exceptions		LastModifiedDate	Exceptions	N	DateTime	Input						Delete record	Y	Y
Resolution	Exceptions		ResourceLink1	Exceptions	N	String	Input						Delete record	Y	Y
Resolution	Exceptions		ResourceLink2	Exceptions	N	String	Input						Delete record	Y	Y
Resolution	Exceptions		ScenarioName	Exceptions	N	String	Input						Delete record	Y	Y
ResolutionMetric	Exceptions		MetricName	Exceptions	Y	String	Input						Delete record	Y	Y
ResolutionMetric	Exceptions		Resolution	Exceptions	Y	Reference	Input		Resolution	Exceptions	ResolutionMetrics	Exceptions	Delete record	Y	Y
ResolutionMetric	Exceptions		MetricQuantity	Exceptions	N	Quantity	Input						Delete record	Y	Y
ResolutionMetric	Exceptions		MetricType	Exceptions	N	Enum	Input		ResolutionMetricType	Exceptions			Delete record	Y	Y
ResolutionMetric	Exceptions		MetricValue	Exceptions	N	Money	Input						Delete record	Y	Y
Severity	Exceptions		Value	Exceptions	Y	String	Input						Delete record	Y	Y
Severity	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Severity	Exceptions		SortKey	Exceptions	N	Integer	Input						Delete record	Y	Y
Status	Exceptions		Value	Exceptions	Y	String	Input						Delete record	Y	Y
Status	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Status	Exceptions		SortKey	Exceptions	N	Integer	Input						Delete record	Y	Y
Status	Exceptions		State	Exceptions	N	Enum	Input		StatusState	Exceptions			Delete record	Y	Y
Type	Exceptions		Value	Exceptions	Y	String	Input						Delete record	Y	Y
Type	Exceptions		Description	Exceptions	N	String	Input						Delete record	Y	Y
Type	Exceptions		SortKey	Exceptions	N	Integer	Input						Delete record	Y	Y
ABCCode	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	ABCCodes	Mfg	Delete record	Y	Y
ABCCode	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
ABCCode	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AggregatePartCustomer	Mfg		Component	Mfg	Y	Reference	Input		PartCustomer	Mfg	Aggregates	Mfg	Delete record	Y	Y
AggregatePartCustomer	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
AggregatePartCustomer	Mfg		Aggregate	Mfg	N	Reference	Input		PartCustomer	Mfg	Components	Mfg	Delete record	Y	Y
AggregatePartCustomer	Mfg		EffectiveInDate	Mfg	N	Date	Input						Delete record	Y	Y
AggregatePartCustomer	Mfg		Type	Mfg	N	Reference	Input		AggregatePartCustomerType	Mfg	AggregatePartCustomers	Mfg	Delete record	Y	Y
AggregatePartCustomerType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	AggregatePartCustomerTypes	Mfg	Delete record	Y	Y
AggregatePartCustomerType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
AggregatePartCustomerType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AggregatePartCustomerType	Mfg		ProcessingRule	Mfg	N	Enum	Input		AggregatePartCustomerTypeProcessingRule	Mfg			Delete record	Y	Y
Allocation	Mfg		Basekey	Mfg	N	String	Input						Delete record	Y	Y
Allocation	Mfg		Batch	Mfg	N	Reference	Input		Batch	Mfg	Allocations	Mfg	Retain record, field = Null	Y	Y
Allocation	Mfg		DueDate	Mfg	N	Date	Input	d'Future'					Delete record	Y	Y
Allocation	Mfg		Model	Mfg	N	Reference	Input		Model	Mfg	Allocations	Mfg	Delete record	Y	Y
Allocation	Mfg		Operation	Mfg	N	Reference	Input		CRPOperation	Mfg	Allocations	Mfg	Retain record, field = Null	Y	Y
Allocation	Mfg		Part	Mfg	N	Reference	Input		Part	Mfg	Allocations	Mfg	Delete record	Y	Y
Allocation	Mfg		Pool	Mfg	N	Reference	Input		Pool	Mfg	Allocations	Mfg	Delete record	Y	Y
Allocation	Mfg		QuantityPer	Mfg	N	Quantity	Input						Delete record	Y	Y
Allocation	Mfg		RemainingQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
Allocation	Mfg		ScheduledReceipt	Mfg	N	Reference	Input		ScheduledReceipt	Mfg	Allocations	Mfg	Delete record	Y	Y
Allocation	Mfg		Shop	Mfg	N	Reference	Input		Shop	Mfg	Allocations	Mfg	Delete record	Y	Y
Allocation	Mfg		StartUnit	Mfg	N	Integer	Input	-1					Delete record	Y	Y
Allocation	Mfg		SubstituteGroup	Mfg	N	Reference	Input		SubstituteGroup	Mfg	Allocations	Mfg	Retain record, field = Null	Y	Y
Allocation	Mfg		TotalQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
AllotmentOverride	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
AllotmentOverride	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AllotmentOverride	Mfg		Sequence	Mfg	N	Integer	Input	0					Delete record	Y	Y
AllotmentOverride	Mfg		Type	Mfg	N	Reference	Input	[]{? ControlSet.IsDefault 0 1, ? Value='Default' 0 1, Value}	AllotmentOverrideType	Mfg	AllotmentOverrides	Mfg	Delete record	Y	Y
AllotmentOverrideDetail	Mfg		AllotmentOverride	Mfg	Y	Reference	Input		AllotmentOverride	Mfg	AllotmentOverrideDetails	Mfg	Delete record	Y	Y
AllotmentOverrideDetail	Mfg		Component	Mfg	Y	Reference	Input		Part	Mfg	AllotmentOverrideDetails	Mfg	Delete record	Y	Y
AllotmentOverrideDetail	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
AllotmentOverrideDetail	Mfg		Date	Mfg	N	Date	Input						Delete record	Y	Y
AllotmentOverrideDetail	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AllotmentOverrideDetail	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
AllotmentOverrideType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	AllotmentOverrideTypes	Mfg	Delete record	Y	Y
AllotmentOverrideType	Mfg		Value	Mfg	Y	String	Input	'Default'					Delete record	Y	Y
AllotmentOverrideType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AllotmentOverrideType	Mfg		ProcessingRule	Mfg	N	Enum	Input		AllotmentOverrideTypeProcessingRule	Mfg			Delete record	Y	Y
AlternatePart	Mfg		BaseKey	Mfg	Y	String	Input						Delete record	Y	Y
AlternatePart	Mfg		PrimaryPart	Mfg	Y	Reference	Input		Part	Mfg	AlternateParts	Mfg	Delete record	Y	Y
AlternatePart	Mfg		SubstitutePart	Mfg	Y	Reference	Input		Part	Mfg	OriginalParts	Mfg	Delete record	Y	Y
AlternatePart	Mfg		EffectiveInDate	Mfg	N	Date	Input						Delete record	Y	Y
AlternatePart	Mfg		EffectiveOutDate	Mfg	N	Date	Input						Delete record	Y	Y
AlternatePart	Mfg		Pool	Mfg	N	Reference	Input		Pool	Mfg	AlternatePools	Mfg	Delete record	Y	Y
AlternatePart	Mfg		Sequence	Mfg	N	Integer	Input						Delete record	Y	Y
AlternatePart	Mfg		Type	Mfg	N	Reference	Input		AlternatePartType	Mfg	AlternateParts	Mfg	Delete record	Y	Y
AlternatePartType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	AlternatePartTypes	Mfg	Delete record	Y	Y
AlternatePartType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
AlternatePartType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AlternatePartType	Mfg		EffectivityRule	Mfg	N	Enum	Input		EffectivityRule	Mfg			Delete record	Y	Y
AlternatePartType	Mfg		PoolRule	Mfg	N	Enum	Input		AlternatePartTypePoolRule	Mfg			Delete record	Y	Y
AlternatePartType	Mfg		ProcessingRule	Mfg	N	Enum	Input		AlternatePartTypeProcessingRule	Mfg			Delete record	Y	Y
AlternateRouting	Mfg		Part	Mfg	N	Reference	Input		Part	Mfg	AlternateRoutings	Mfg	Delete record	Y	Y
AlternateRouting	Mfg		Routing	Mfg	N	Reference	Input	[]{? Id='Default' 0 1, Id}	Routing	Mfg	AlternateRoutings	Mfg	Delete record	Y	Y
AnalyticsConfiguration	Mfg		BackwardLoadRepairRestriction	Mfg	N	Enum	Input		AnalyticsConfigurationOnOff	Mfg			Delete record	Y	Y
AnalyticsConfiguration	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AnalyticsConfiguration	Mfg		GroupPlanningExpirySupport	Mfg	N	Enum	Input		AnalyticsConfigurationOnOff	Mfg			Delete record	Y	N	GroupPlanningExpiry
AnalyticsConfiguration	Mfg		MEIOAllowSafetyStockOnArtificialStages	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOFutureDemandIntervalCount	Mfg	N	Integer	Input	1					Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOMaximumIterations	Mfg	N	Integer	Input	500					Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOMaximumTime	Mfg	N	Integer	Input	5					Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOReportCalendar	Mfg	N	Reference	Input		Calendar	Core	Mfg__AnalyticsConfigurations	Mfg	Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOReportIntervalCount	Mfg	N	Integer	Input	1					Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOSimulationSteps	Mfg	N	Integer	Input	100					Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOSimulationTrials	Mfg	N	Integer	Input	1					Delete record	Y	Y
AnalyticsConfiguration	Mfg		MEIOUseTimePhasedApproximation	Mfg	N	Enum	Input		BoolY	System			Delete record	Y	Y
AnalyticsConfiguration	Mfg		MLSTrialLimitPerDemand	Mfg	N	Integer	Input	50000					Delete record	Y	Y
AnalyticsConfiguration	Mfg		SPOELatenessDiscountingBase	Mfg	N	Quantity	Input	1.05					Delete record	Y	N	SupplyPlanningOptimization
Assumption	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
Assumption	Mfg		AssignTo	Mfg	N	String	Input						Delete record	Y	Y
Assumption	Mfg		Created	Mfg	N	DateTime	Input						Delete record	Y	Y
Assumption	Mfg		Creator	Mfg	N	String	Input						Delete record	Y	Y
Assumption	Mfg		DueDate	Mfg	N	Date	Input						Delete record	Y	Y
Assumption	Mfg		EffectiveIn	Mfg	N	Date	Input						Delete record	Y	Y
Assumption	Mfg		EffectiveOut	Mfg	N	Date	Input						Delete record	Y	Y
Assumption	Mfg		LastModified	Mfg	N	DateTime	Input						Delete record	Y	Y
Assumption	Mfg		Status	Mfg	N	Reference	Input		AssumptionStatus	Mfg	Assumptions	Mfg	Delete record	Y	Y
Assumption	Mfg		Target	Mfg	N	Reference	Input		ReferenceForecastTarget	Mfg	Assumptions	Mfg	Delete record	Y	Y
Assumption	Mfg		Text	Mfg	N	String	Input						Delete record	Y	Y
Assumption	Mfg		Type	Mfg	N	Reference	Input		AssumptionType	Mfg	Assumptions	Mfg	Delete record	Y	Y
AssumptionByConstraint	Mfg		Assumption	Mfg	Y	Reference	Input		Assumption	Mfg	AssumptionByConstraints	Mfg	Delete record	Y	Y
AssumptionByConstraint	Mfg		Constraint	Mfg	Y	Reference	Input		Constraint	Mfg	AssumptionByConstraints	Mfg	Delete record	Y	Y
AssumptionByPart	Mfg		Assumption	Mfg	Y	Reference	Input		Assumption	Mfg	AssumptionByParts	Mfg	Delete record	Y	Y
AssumptionByPart	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	AssumptionByParts	Mfg	Delete record	Y	Y
AssumptionByPartCustomer	Mfg		Assumption	Mfg	Y	Reference	Input		Assumption	Mfg	AssumptionByPartCustomers	Mfg	Delete record	Y	Y
AssumptionByPartCustomer	Mfg		PartCustomer	Mfg	Y	Reference	Input		PartCustomer	Mfg	AssumptionByPartCustomers	Mfg	Delete record	Y	Y
AssumptionByPartSource	Mfg		Assumption	Mfg	Y	Reference	Input		Assumption	Mfg	AssumptionByPartSources	Mfg	Delete record	Y	Y
AssumptionByPartSource	Mfg		PartSource	Mfg	Y	Reference	Input		PartSource	Mfg	AssumptionByPartSources	Mfg	Delete record	Y	Y
AssumptionStatus	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
AssumptionStatus	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AssumptionType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
AssumptionType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AutomatedLeadTimeType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
AutomatedLeadTimeType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AutomatedLeadTimeType	Mfg		HistoricalLeadTimeErrorMeasure	Mfg	N	Enum	Input		HistoricalLeadTimeErrorMeasure	Mfg			Delete record	Y	Y
AutomatedLeadTimeType	Mfg		InsideToleranceAction	Mfg	N	Enum	Input		AutomatedLeadTimeAction	Mfg			Delete record	Y	Y
AutomatedLeadTimeType	Mfg		NearToleranceAction	Mfg	N	Enum	Input		AutomatedLeadTimeAction	Mfg			Delete record	Y	Y
AutomatedLeadTimeType	Mfg		NearToleranceThreshold	Mfg	N	Quantity	Input						Delete record	Y	Y
AutomatedLeadTimeType	Mfg		OutsideToleranceAction	Mfg	N	Enum	Input		AutomatedLeadTimeAction	Mfg			Delete record	Y	Y
AutomatedLeadTimeType	Mfg		OutsideToleranceThreshold	Mfg	N	Quantity	Input						Delete record	Y	Y
AutomatedLeadTimeType	Mfg		ProcessingRule	Mfg	N	Enum	Input		AutomatedLeadTimeRule	Mfg			Delete record	Y	Y
AutomatedLeadTimeType	Mfg		TimePhasedMinCOV	Mfg	N	Quantity	Input						Delete record	Y	Y
AutomatedYieldType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
AutomatedYieldType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
AutomatedYieldType	Mfg		HistoricalYieldErrorMeasure	Mfg	N	Enum	Input		HistoricalYieldErrorMeasure	Mfg			Delete record	Y	Y
AutomatedYieldType	Mfg		InsideToleranceAction	Mfg	N	Enum	Input		AutomatedYieldAction	Mfg			Delete record	Y	Y
AutomatedYieldType	Mfg		NearToleranceAction	Mfg	N	Enum	Input		AutomatedYieldAction	Mfg			Delete record	Y	Y
AutomatedYieldType	Mfg		NearToleranceThreshold	Mfg	N	Quantity	Input						Delete record	Y	Y
